                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.72784,                0.55342,                 1.0561,                0.41585,                 0.2024,                0.20501,                0.07554,                 2.6646,                 4.6995,                 3.0251,             0.00026958,             0.00026958,             0.00026958
                    155,                0.72232,                0.55535,                 1.0549,                0.45719,                0.18663,                0.20604,                0.07994,                 2.7574,                   4.29,                 3.1427,             0.00026408,             0.00026408,             0.00026408
                    156,                0.72406,                0.54207,                 1.0538,                 0.4492,                0.21845,                0.21795,                0.08413,                 2.6815,                 4.3443,                 3.0588,             0.00025859,             0.00025859,             0.00025859
                    157,                0.73063,                0.55082,                 1.0564,                0.49605,                0.18289,                0.20948,                0.08186,                 2.6972,                 4.3302,                 3.0885,             0.00025309,             0.00025309,             0.00025309
                    158,                0.69689,                0.51473,                 1.0359,                0.44188,                0.18913,                0.20064,                0.07262,                 2.7276,                 4.5573,                 3.1053,             0.00024759,             0.00024759,             0.00024759
                    159,                0.71601,                0.54791,                 1.0487,                0.43977,                0.19518,                0.20989,                0.08012,                 2.6866,                 4.6566,                 3.0469,             0.00024209,             0.00024209,             0.00024209
                    160,                0.70664,                0.53289,                 1.0437,                0.39919,                0.20068,                  0.205,                0.07649,                 2.6355,                 4.3806,                 3.0774,             0.00023659,             0.00023659,             0.00023659
                    161,                 0.7108,                0.54279,                 1.0544,                0.44902,                0.19875,                0.21298,                0.08146,                 2.6228,                 4.4331,                 3.0387,             0.00023109,             0.00023109,             0.00023109
                    162,                0.70423,                0.53541,                 1.0466,                0.36953,                0.24894,                0.22343,                0.08248,                  2.647,                 4.5272,                 3.0695,             0.00022559,             0.00022559,             0.00022559
                    163,                0.70235,                0.52679,                 1.0379,                0.34735,                0.19977,                0.18548,                0.07121,                 2.7507,                 4.7276,                 3.2455,             0.00022009,             0.00022009,             0.00022009
                    164,                0.70287,                0.52646,                 1.0433,                0.47173,                0.19821,                0.19408,                0.06612,                 2.6686,                 4.5288,                 3.1586,             0.00021459,             0.00021459,             0.00021459
                    165,                0.70681,                0.52923,                 1.0379,                0.40323,                0.19349,                0.20388,                0.07443,                 2.6316,                 4.6747,                 3.0933,             0.00020909,             0.00020909,             0.00020909
                    166,                0.69173,                0.50888,                 1.0269,                0.36909,                0.22003,                0.21791,                0.07669,                 2.7712,                 4.4069,                 3.1893,             0.00020359,             0.00020359,             0.00020359
                    167,                0.68412,                0.51519,                 1.0368,                0.46272,                0.19792,                 0.2034,                0.07171,                 2.7184,                 4.4206,                 3.1984,             0.00019809,             0.00019809,             0.00019809
                    168,                0.68974,                0.51799,                 1.0354,                 0.5512,                0.18891,                0.21664,                0.07962,                 2.7258,                 4.5366,                 3.1296,             0.00019259,             0.00019259,             0.00019259
                    169,                 0.6841,                0.51707,                 1.0276,                0.50786,                0.19894,                 0.2073,                0.08049,                 2.7132,                    4.5,                 3.0867,             0.00018709,             0.00018709,             0.00018709
                    170,                0.68433,                0.51565,                 1.0302,                 0.3831,                0.21618,                 0.2062,                0.07605,                 2.7333,                  4.381,                 3.1532,             0.00018159,             0.00018159,             0.00018159
                    171,                0.68073,                0.51611,                 1.0338,                0.45001,                 0.2294,                0.22398,                0.08102,                 2.7553,                 4.4224,                 3.1743,             0.00017609,             0.00017609,             0.00017609
                    172,                0.67537,                0.50259,                 1.0297,                0.44526,                0.19231,                 0.2125,                0.08337,                 2.7425,                 4.6498,                 3.0881,             0.00017059,             0.00017059,             0.00017059
                    173,                0.66529,                0.49458,                 1.0214,                0.39587,                0.20355,                0.21889,                0.08019,                 2.7493,                 4.5365,                 3.0982,             0.00016509,             0.00016509,             0.00016509
                    174,                0.67783,                0.51071,                 1.0255,                0.43209,                0.19236,                0.21761,                0.07905,                 2.7255,                 4.4253,                 3.1012,              0.0001596,              0.0001596,              0.0001596
                    175,                 0.6664,                0.50097,                 1.0224,                0.45868,                0.21184,                0.22135,                0.07886,                 2.7643,                  4.317,                 3.1694,              0.0001541,              0.0001541,              0.0001541
                    176,                0.66134,                0.49156,                 1.0126,                0.43739,                0.19428,                 0.2095,                0.07419,                 2.7734,                 4.3979,                 3.2142,              0.0001486,              0.0001486,              0.0001486
                    177,                0.65429,                0.49189,                 1.0116,                0.42956,                0.18986,                0.19557,                0.07207,                 2.7558,                 4.5916,                 3.2077,              0.0001431,              0.0001431,              0.0001431
                    178,                0.63838,                0.48323,                 1.0056,                0.43047,                0.19335,                0.19496,                0.07807,                 2.6667,                 4.7371,                 3.0543,              0.0001376,              0.0001376,              0.0001376
                    179,                0.66005,                0.49911,                  1.018,                0.48248,                0.19294,                0.20434,                0.07868,                 2.7221,                 4.6223,                 3.1843,              0.0001321,              0.0001321,              0.0001321
                    180,                0.65134,                0.48993,                 1.0145,                0.47947,                0.19023,                0.21629,                0.08486,                 2.7402,                 4.5202,                 3.1571,              0.0001266,              0.0001266,              0.0001266
                    181,                0.63583,                0.47417,                 1.0037,                0.46454,                0.19467,                0.21437,                0.08134,                 2.7048,                 4.6018,                 3.1154,              0.0001211,              0.0001211,              0.0001211
                    182,                0.65661,                0.49469,                 1.0167,                0.45119,                0.19798,                0.21529,                  0.083,                 2.6799,                 4.6146,                 3.1231,              0.0001156,              0.0001156,              0.0001156
                    183,                0.64898,                0.48876,                 1.0182,                0.47343,                0.18965,                0.22068,                0.09129,                 2.6837,                 4.4073,                 3.1254,              0.0001101,              0.0001101,              0.0001101
                    184,                0.63968,                0.49409,                 1.0165,                0.46383,                0.19083,                0.21817,                0.08527,                 2.7371,                 4.5887,                 3.1625,              0.0001046,              0.0001046,              0.0001046
                    185,                0.64297,                0.48323,                 1.0097,                0.47155,                0.19524,                0.21381,                 0.0852,                 2.6684,                 4.6143,                 3.0812,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    186,                0.63093,                0.48116,                 1.0031,                0.41447,                0.20613,                0.22306,                0.08748,                 2.6446,                 4.4875,                 3.0697,             9.3602e-05,             9.3602e-05,             9.3602e-05
                    187,                0.64198,                0.48099,                 1.0134,                0.57855,                0.18106,                0.21111,                0.07939,                 2.6558,                 4.4922,                 3.0733,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    188,                0.63639,                0.47914,                  1.009,                0.60615,                0.18178,                0.21666,                0.07863,                 2.6202,                 4.6482,                 3.0207,             8.2603e-05,             8.2603e-05,             8.2603e-05
                    189,                0.63081,                 0.4768,                 1.0033,                0.41991,                0.19063,                0.21693,                0.08214,                 2.6628,                 4.4412,                 3.1334,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    190,                0.62681,                0.46901,                0.99852,                0.49403,                0.19184,                0.22158,                0.08096,                 2.6657,                 4.4867,                 3.1167,             7.1604e-05,             7.1604e-05,             7.1604e-05
                    191,                0.54748,                0.35379,                0.95747,                0.38889,                0.19042,                0.17841,                0.06983,                 2.7704,                 4.4275,                 3.2496,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    192,                0.51797,                0.32524,                0.93898,                0.30606,                0.19842,                0.18645,                0.07442,                 2.7849,                 4.3391,                  3.246,             6.0605e-05,             6.0605e-05,             6.0605e-05
                    193,                0.51439,                0.31839,                0.93717,                0.38711,                0.18115,                0.19118,                0.07686,                 2.7758,                 4.4487,                 3.2093,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    194,                0.50698,                0.31629,                0.93052,                0.42174,                0.17848,                0.20128,                0.08178,                 2.7934,                 4.4542,                 3.2389,             4.9606e-05,             4.9606e-05,             4.9606e-05
                    195,                0.48817,                 0.3117,                0.92101,                0.34001,                0.20729,                0.21369,                 0.0836,                 2.8113,                 4.3332,                 3.2645,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    196,                0.49245,                0.31029,                0.92589,                0.33899,                0.20509,                0.21433,                0.08811,                 2.7738,                 4.4001,                 3.1837,             3.8607e-05,             3.8607e-05,             3.8607e-05
                    197,                0.49049,                0.30948,                0.92352,                0.32914,                0.20938,                0.21072,                0.08762,                 2.7827,                 4.3176,                 3.2127,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    198,                 0.4878,                0.30742,                0.92609,                0.41707,                 0.1858,                0.21483,                0.08447,                 2.7694,                 4.4217,                 3.1817,             2.7608e-05,             2.7608e-05,             2.7608e-05
                    199,                0.48407,                0.30225,                 0.9227,                0.43691,                0.19148,                0.21569,                0.08518,                 2.7884,                 4.3394,                 3.2087,             2.2109e-05,             2.2109e-05,             2.2109e-05
                    200,                0.46991,                0.30652,                0.91555,                0.32704,                0.20473,                0.21662,                0.08664,                 2.7865,                 4.3268,                 3.2231,             1.6609e-05,             1.6609e-05,             1.6609e-05
