                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.8745,                 2.3497,                 1.9987,                0.14783,                0.25102,                0.11885,                0.04482,                 2.3725,                  3.429,                 2.5884,              0.0010505,              0.0010505,              0.0010505
                     13,                 1.8661,                 2.3341,                 1.9906,                0.16812,                 0.2208,                0.12573,                0.04627,                 2.4889,                 3.6177,                  2.695,               0.001045,               0.001045,               0.001045
                     14,                 1.8248,                 2.2245,                 1.9445,                0.12238,                0.16201,                0.07744,                0.02927,                 2.5221,                 3.3625,                 2.6319,              0.0010395,              0.0010395,              0.0010395
                     15,                 1.8065,                 2.1673,                 1.9342,                0.20894,                 0.1934,                 0.1386,                0.05771,                 2.4527,                 3.2346,                 2.5878,               0.001034,               0.001034,               0.001034
                     16,                 1.7736,                 2.1314,                    1.9,                0.39812,                0.19156,                0.16736,                0.05726,                 2.4419,                 3.1781,                 2.6783,              0.0010285,              0.0010285,              0.0010285
                     17,                 1.7554,                 2.0793,                 1.8874,                0.19456,                0.20206,                0.12549,                0.04884,                 2.5294,                 3.4272,                 2.6475,               0.001023,               0.001023,               0.001023
                     18,                 1.7628,                 2.0389,                 1.8924,                0.26407,                0.26793,                0.19219,                0.06808,                 2.3438,                 2.9879,                 2.5926,              0.0010175,              0.0010175,              0.0010175
                     19,                 1.7334,                 2.0124,                 1.8796,                0.21035,                0.24339,                0.16119,                0.05366,                 2.4303,                 3.2307,                 2.5249,               0.001012,               0.001012,               0.001012
                     20,                 1.7057,                   1.94,                 1.8377,                0.22734,                0.17422,                0.12101,                0.04526,                  2.541,                  3.403,                 2.7431,              0.0010065,              0.0010065,              0.0010065
                     21,                  1.692,                 1.9085,                 1.8294,                0.26147,                0.16937,                0.14995,                 0.0566,                  2.561,                 3.2898,                 2.7416,               0.001001,               0.001001,               0.001001
                     22,                 1.6785,                 1.8382,                 1.8211,                0.24331,                0.12518,                0.11399,                0.04431,                  2.565,                  3.433,                 2.8394,             0.00099551,             0.00099551,             0.00099551
                     23,                 1.6543,                 1.7935,                 1.7902,                0.20454,                0.16839,                0.13971,                0.05194,                 2.4422,                 3.3173,                 2.6433,             0.00099001,             0.00099001,             0.00099001
                     24,                 1.6148,                 1.7383,                 1.7659,                0.18004,                 0.1916,                 0.1088,                0.04212,                 2.5966,                 3.6907,                 2.7688,             0.00098451,             0.00098451,             0.00098451
                     25,                 1.5957,                 1.6873,                 1.7382,                0.27902,                0.22937,                0.18282,                 0.0687,                 2.5232,                  3.472,                 2.6641,             0.00097901,             0.00097901,             0.00097901
                     26,                  1.562,                 1.6125,                 1.7019,                0.34365,                0.18819,                0.17119,                0.06603,                 2.5839,                  3.088,                 2.8161,             0.00097351,             0.00097351,             0.00097351
                     27,                  1.544,                 1.5982,                 1.6963,                0.34697,                0.16757,                0.15267,                0.06505,                 2.5755,                 3.3151,                 2.8057,             0.00096801,             0.00096801,             0.00096801
                     28,                 1.5498,                 1.5958,                 1.7008,                0.22444,                0.23116,                0.15516,                0.05336,                 2.5694,                 3.3385,                  2.715,             0.00096251,             0.00096251,             0.00096251
                     29,                 1.5127,                 1.5299,                 1.6682,                0.31215,                 0.1767,                0.14923,                0.05679,                 2.5456,                 3.2288,                 2.8523,             0.00095702,             0.00095702,             0.00095702
                     30,                 1.5132,                 1.4914,                 1.6534,                0.28458,                0.22252,                0.18009,                0.07247,                 2.6734,                 3.4399,                 2.8641,             0.00095152,             0.00095152,             0.00095152
                     31,                 1.5163,                 1.5256,                 1.6559,                0.27744,                0.22261,                0.15004,                0.05821,                 2.5736,                 3.4121,                 2.7447,             0.00094602,             0.00094602,             0.00094602
                     32,                 1.4963,                 1.4671,                 1.6502,                0.27761,                0.20365,                0.17406,                0.06118,                 2.6073,                 3.5229,                  2.759,             0.00094052,             0.00094052,             0.00094052
                     33,                 1.4721,                 1.4482,                 1.6262,                0.22966,                0.23331,                0.16226,                0.06435,                  2.626,                 3.3062,                 2.8388,             0.00093502,             0.00093502,             0.00093502
                     34,                 1.4629,                 1.4413,                 1.6209,                0.33997,                0.20098,                0.17173,                0.06356,                 2.6944,                 3.3928,                 2.9602,             0.00092952,             0.00092952,             0.00092952
                     35,                 1.4292,                 1.3808,                 1.5899,                0.28655,                0.17812,                0.17064,                0.06548,                 2.6895,                 3.3719,                 2.9323,             0.00092402,             0.00092402,             0.00092402
                     36,                 1.4216,                 1.3664,                 1.5715,                0.25532,                0.25183,                0.17673,                 0.0694,                 2.6313,                 3.1201,                 2.8592,             0.00091852,             0.00091852,             0.00091852
                     37,                 1.4276,                 1.3545,                 1.5678,                0.27254,                0.20388,                0.17732,                0.07099,                 2.6808,                 3.1546,                 2.9202,             0.00091302,             0.00091302,             0.00091302
                     38,                 1.3916,                 1.3021,                 1.5432,                0.23831,                0.15641,                0.15732,                0.06442,                 2.6619,                 3.6535,                 2.9045,             0.00090752,             0.00090752,             0.00090752
                     39,                 1.4048,                 1.3295,                 1.5489,                 0.3289,                0.18927,                0.16919,                0.06235,                 2.5401,                 3.2381,                 2.7992,             0.00090202,             0.00090202,             0.00090202
                     40,                 1.4038,                 1.2981,                  1.535,                0.23404,                0.25651,                0.18029,                 0.0711,                 2.7132,                 3.3897,                 2.8973,             0.00089652,             0.00089652,             0.00089652
                     41,                 1.3664,                  1.273,                  1.511,                0.31336,                0.21928,                0.17103,                0.05359,                 2.6724,                  3.607,                  2.933,             0.00089102,             0.00089102,             0.00089102
                     42,                 1.3681,                 1.2664,                 1.5185,                0.37255,                0.23587,                0.22321,                0.08232,                  2.532,                 3.4531,                 2.7819,             0.00088552,             0.00088552,             0.00088552
                     43,                 1.3016,                 1.1816,                 1.4656,                0.33677,                0.21188,                0.19149,                0.06713,                  2.646,                 3.3801,                 2.8465,             0.00088002,             0.00088002,             0.00088002
                     44,                 1.3096,                 1.1519,                 1.4619,                0.33866,                0.20358,                0.17794,                0.06044,                 2.7873,                 3.5579,                 3.0134,             0.00087452,             0.00087452,             0.00087452
                     45,                 1.3227,                 1.2092,                 1.4828,                0.27903,                0.19826,                0.17892,                0.06488,                 2.7709,                 3.5419,                 3.0451,             0.00086902,             0.00086902,             0.00086902
                     46,                 1.2887,                 1.1571,                 1.4433,                0.28643,                0.20297,                0.16783,                0.06053,                 2.6837,                 3.6958,                 2.8186,             0.00086352,             0.00086352,             0.00086352
                     47,                 1.3243,                 1.1889,                 1.4812,                0.24073,                0.24052,                0.16378,                0.05927,                 2.8138,                 3.3915,                 3.0353,             0.00085803,             0.00085803,             0.00085803
                     48,                 1.2928,                 1.1455,                 1.4443,                0.22033,                0.25554,                0.19062,                  0.059,                 2.6988,                 3.4289,                 2.9082,             0.00085253,             0.00085253,             0.00085253
                     49,                 1.2587,                 1.1303,                 1.4294,                 0.2288,                0.19363,                0.14329,                0.05599,                 2.6901,                 3.4352,                 2.9466,             0.00084703,             0.00084703,             0.00084703
                     50,                 1.2748,                 1.1101,                 1.4347,                0.30032,                0.21877,                0.19823,                0.07185,                 2.6211,                 3.4337,                 2.9025,             0.00084153,             0.00084153,             0.00084153
                     51,                  1.263,                 1.1001,                 1.4231,                0.35188,                0.19781,                0.17583,                0.06025,                 2.7406,                 3.6505,                 3.0452,             0.00083603,             0.00083603,             0.00083603
                     52,                 1.2469,                 1.0764,                 1.4142,                0.31095,                  0.181,                0.16836,                0.06763,                 2.6561,                 3.3252,                 2.9509,             0.00083053,             0.00083053,             0.00083053
                     53,                 1.2416,                 1.0796,                 1.4088,                0.27832,                0.15619,                0.12984,                0.04522,                 2.7277,                 3.6194,                 3.0019,             0.00082503,             0.00082503,             0.00082503
                     54,                 1.2174,                 1.0601,                 1.4017,                0.30235,                 0.2325,                0.17928,                0.06758,                 2.7088,                 3.4766,                 3.0451,             0.00081953,             0.00081953,             0.00081953
                     55,                 1.2104,                 1.0463,                 1.3937,                0.27011,                0.18747,                0.15128,                0.05476,                 2.7135,                 3.7427,                 2.9485,             0.00081403,             0.00081403,             0.00081403
                     56,                 1.2281,                 1.0597,                 1.3931,                0.29038,                0.21096,                0.15166,                0.05481,                 2.6906,                 3.9879,                 2.9471,             0.00080853,             0.00080853,             0.00080853
                     57,                 1.2134,                  1.064,                 1.3862,                0.32136,                0.20106,                0.19646,                0.07126,                 2.8008,                  3.413,                 3.1035,             0.00080303,             0.00080303,             0.00080303
                     58,                 1.2502,                 1.0884,                 1.4181,                0.24857,                0.15594,                0.13679,                  0.054,                 2.7448,                 3.6531,                 3.0323,             0.00079753,             0.00079753,             0.00079753
                     59,                 1.2188,                 1.0633,                 1.3891,                0.22594,                0.21079,                0.17372,                0.06175,                 2.6913,                 3.6847,                 2.9499,             0.00079203,             0.00079203,             0.00079203
                     60,                 1.1576,                 0.9791,                 1.3538,                0.27593,                0.18267,                0.15231,                0.05431,                 2.7374,                 3.6167,                 2.9978,             0.00078653,             0.00078653,             0.00078653
                     61,                 1.1889,                0.99546,                 1.3685,                0.32641,                0.20569,                0.15743,                0.05673,                 2.8314,                 3.6557,                 3.1023,             0.00078103,             0.00078103,             0.00078103
                     62,                 1.1721,                0.97843,                 1.3472,                0.32966,                0.25327,                0.21439,                0.07237,                 2.6356,                 3.3914,                 2.9415,             0.00077553,             0.00077553,             0.00077553
                     63,                 1.1527,                0.98551,                 1.3378,                0.35688,                0.22012,                0.19728,                0.07426,                 2.6686,                 3.8704,                 2.9993,             0.00077003,             0.00077003,             0.00077003
                     64,                 1.1422,                0.95796,                 1.3306,                 0.3594,                0.19795,                0.17958,                0.07269,                 2.7306,                 3.9968,                 2.8487,             0.00076453,             0.00076453,             0.00076453
                     65,                 1.1405,                0.97381,                 1.3328,                 0.2963,                0.22157,                0.18227,                0.06817,                  2.666,                 3.8292,                 2.9985,             0.00075904,             0.00075904,             0.00075904
                     66,                 1.1204,                0.93963,                 1.3174,                0.28254,                0.22999,                0.16576,                0.06949,                 2.6504,                 3.5466,                 2.9163,             0.00075354,             0.00075354,             0.00075354
                     67,                 1.1527,                0.95307,                 1.3314,                0.23988,                0.24483,                0.18842,                0.07386,                 2.6685,                 3.8954,                 2.8817,             0.00074804,             0.00074804,             0.00074804
                     68,                 1.1073,                0.92458,                 1.3068,                0.31978,                0.22735,                0.19001,                 0.0729,                 2.6345,                 3.8855,                  2.925,             0.00074254,             0.00074254,             0.00074254
                     69,                 1.1207,                0.91949,                 1.3158,                0.38496,                0.21726,                0.17993,                0.07498,                 2.6797,                 3.8612,                 2.8817,             0.00073704,             0.00073704,             0.00073704
                     70,                 1.1198,                0.91354,                  1.312,                 0.3262,                0.21257,                0.16584,                0.06223,                 2.8084,                 3.9589,                 2.9981,             0.00073154,             0.00073154,             0.00073154
                     71,                 1.0813,                0.87098,                 1.2846,                0.45265,                0.20088,                0.20998,                0.07517,                 2.6453,                 4.1463,                 2.8206,             0.00072604,             0.00072604,             0.00072604
                     72,                 1.0848,                0.88316,                 1.2831,                0.43211,                0.22014,                0.20756,                0.07875,                  2.621,                 3.9105,                 2.8435,             0.00072054,             0.00072054,             0.00072054
                     73,                  1.096,                0.89769,                 1.2872,                0.37949,                0.19088,                0.18633,                0.06985,                 2.6119,                  4.136,                 2.8427,             0.00071504,             0.00071504,             0.00071504
                     74,                 1.0826,                0.88534,                 1.2816,                0.31281,                0.21103,                0.17895,                0.06798,                 2.9093,                 3.7832,                 3.1792,             0.00070954,             0.00070954,             0.00070954
                     75,                 1.0816,                 0.8787,                 1.2831,                0.34646,                 0.2073,                0.19996,                0.07572,                 2.7397,                 3.6933,                 3.0337,             0.00070404,             0.00070404,             0.00070404
                     76,                 1.0837,                0.89814,                 1.2932,                0.28663,                0.18033,                0.15892,                 0.0631,                 2.6668,                 4.0124,                  3.036,             0.00069854,             0.00069854,             0.00069854
                     77,                 1.0849,                 0.8851,                 1.2798,                0.22955,                0.24629,                 0.1882,                0.07363,                 2.6849,                 4.0393,                 2.9701,             0.00069304,             0.00069304,             0.00069304
                     78,                 1.0504,                 0.8559,                 1.2572,                0.36416,                0.17629,                0.18398,                0.07106,                 2.6601,                  3.991,                 2.9909,             0.00068754,             0.00068754,             0.00068754
                     79,                 1.0537,                 0.8576,                 1.2563,                0.48994,                0.17135,                0.16904,                0.06906,                 2.7897,                 3.9798,                 3.0629,             0.00068204,             0.00068204,             0.00068204
                     80,                 1.0401,                0.85337,                  1.254,                0.37531,                0.18977,                0.17196,                0.07019,                  2.719,                 4.3936,                 3.0215,             0.00067654,             0.00067654,             0.00067654
                     81,                 1.0744,                0.87498,                 1.2758,                0.27166,                0.20232,                0.15905,                0.06706,                 2.7849,                 4.0883,                 3.1305,             0.00067104,             0.00067104,             0.00067104
                     82,                 1.0559,                0.85445,                  1.263,                0.28259,                0.20436,                0.17207,                0.06561,                 2.7962,                 3.6527,                 3.1773,             0.00066554,             0.00066554,             0.00066554
                     83,                 1.0199,                0.82862,                 1.2289,                0.28539,                0.23356,                0.17652,                0.07195,                 2.6879,                 4.0778,                  3.029,             0.00066005,             0.00066005,             0.00066005
                     84,                 1.0071,                0.79253,                 1.2305,                0.42712,                 0.1851,                 0.1637,                0.06469,                 2.8986,                 4.0792,                  3.275,             0.00065455,             0.00065455,             0.00065455
                     85,                 1.0109,                0.80567,                 1.2345,                0.49805,                0.18576,                0.19735,                0.07438,                 2.7132,                 4.0173,                 3.0394,             0.00064905,             0.00064905,             0.00064905
                     86,                 1.0236,                0.82456,                 1.2455,                0.45161,                0.17938,                 0.1917,                0.07263,                  2.711,                 4.2153,                 3.0585,             0.00064355,             0.00064355,             0.00064355
                     87,                0.99109,                0.78512,                 1.2148,                0.34375,                0.21238,                0.17228,                0.06232,                 2.7698,                 4.1391,                 3.0224,             0.00063805,             0.00063805,             0.00063805
                     88,                0.96529,                0.77061,                 1.2122,                0.39375,                0.22093,                0.18337,                0.06376,                 2.7557,                 3.9765,                 3.2249,             0.00063255,             0.00063255,             0.00063255
                     89,                0.99691,                0.79911,                 1.2308,                0.32076,                0.18239,                0.16106,                0.07036,                 2.7691,                 4.3704,                 3.1238,             0.00062705,             0.00062705,             0.00062705
                     90,                0.99232,                0.79216,                 1.2199,                0.28649,                0.18598,                0.14195,                0.05713,                 2.8493,                 4.1861,                  3.164,             0.00062155,             0.00062155,             0.00062155
                     91,                 1.0051,                 0.8062,                  1.235,                0.38967,                0.20403,                0.17534,                0.06981,                 2.8799,                 4.0343,                 3.3024,             0.00061605,             0.00061605,             0.00061605
                     92,                0.98375,                0.79164,                 1.2094,                0.40878,                0.18137,                0.16296,                0.06212,                 2.7912,                 3.7532,                 3.2126,             0.00061055,             0.00061055,             0.00061055
                     93,                0.94739,                 0.7598,                 1.1896,                0.34054,                0.18772,                0.17535,                0.06788,                 2.7854,                 3.9275,                 3.0985,             0.00060505,             0.00060505,             0.00060505
                     94,                0.94955,                0.73594,                 1.1858,                0.27989,                0.23376,                0.18527,                0.07149,                 2.7036,                  4.202,                 3.0222,             0.00059955,             0.00059955,             0.00059955
                     95,                0.96646,                0.75366,                 1.1995,                0.40603,                0.17867,                0.17076,                 0.0697,                 2.7006,                 4.1729,                 2.9796,             0.00059405,             0.00059405,             0.00059405
                     96,                0.94772,                0.74493,                 1.1866,                0.24311,                0.16853,                0.15608,                0.05319,                 2.7882,                  4.081,                 3.1354,             0.00058855,             0.00058855,             0.00058855
                     97,                0.96281,                0.75171,                 1.2051,                0.41816,                0.18093,                0.18048,                0.06885,                 2.7927,                 4.1959,                  3.064,             0.00058305,             0.00058305,             0.00058305
                     98,                0.96904,                0.73499,                 1.1953,                0.25034,                0.20754,                0.16902,                0.06835,                 2.6879,                 3.9397,                 3.0181,             0.00057755,             0.00057755,             0.00057755
                     99,                0.94274,                0.72206,                 1.1753,                0.36043,                0.23365,                0.19239,                0.07379,                 2.7135,                 4.0175,                 3.0548,             0.00057205,             0.00057205,             0.00057205
                    100,                0.94848,                0.75525,                 1.1928,                0.47515,                0.20258,                0.19863,                0.06708,                 2.7831,                 3.8222,                 3.2925,             0.00056655,             0.00056655,             0.00056655
                    101,                0.93351,                 0.7249,                 1.1741,                0.52544,                 0.1945,                0.19804,                 0.0798,                 2.6198,                  4.208,                 3.0234,             0.00056105,             0.00056105,             0.00056105
                    102,                0.93562,                 0.7221,                 1.1734,                0.31236,                 0.2329,                0.18934,                0.07517,                 2.7303,                 3.8742,                 3.2003,             0.00055556,             0.00055556,             0.00055556
                    103,                0.92215,                0.71611,                 1.1701,                0.30952,                0.21044,                0.19159,                0.06944,                 2.7613,                 4.0172,                 3.1385,             0.00055006,             0.00055006,             0.00055006
                    104,                0.93526,                0.75491,                  1.185,                0.26609,                0.23006,                 0.1909,                0.06592,                 2.7393,                 4.2376,                 3.0769,             0.00054456,             0.00054456,             0.00054456
                    105,                0.92045,                0.73201,                 1.1731,                0.30021,                0.20055,                0.17053,                0.06148,                 2.7581,                 3.8346,                 2.9892,             0.00053906,             0.00053906,             0.00053906
                    106,                0.91994,                0.72172,                 1.1709,                0.47902,                0.21909,                0.20953,                0.07354,                 2.7731,                 4.0761,                 3.2214,             0.00053356,             0.00053356,             0.00053356
                    107,                0.92081,                0.72311,                 1.1646,                0.40127,                0.19381,                0.16315,                0.05657,                  2.801,                 4.0922,                 3.1003,             0.00052806,             0.00052806,             0.00052806
                    108,                 0.8983,                0.69673,                 1.1534,                0.34591,                0.21086,                0.17194,                0.06948,                 2.8475,                 4.0146,                 3.2965,             0.00052256,             0.00052256,             0.00052256
                    109,                0.89804,                0.70142,                 1.1541,                0.36262,                0.24026,                0.21982,                0.08576,                 2.6668,                 4.1803,                 3.0326,             0.00051706,             0.00051706,             0.00051706
                    110,                0.87426,                0.66626,                 1.1343,                0.49244,                0.20719,                 0.2057,                0.08603,                  2.718,                 4.0734,                 3.0281,             0.00051156,             0.00051156,             0.00051156
                    111,                0.88744,                0.68472,                 1.1528,                0.31506,                0.20023,                0.18287,                0.08104,                 2.6574,                 4.6841,                 2.9011,             0.00050606,             0.00050606,             0.00050606
                    112,                  0.873,                0.68016,                 1.1402,                0.43162,                0.18484,                0.18133,                0.06917,                 2.6423,                 4.5519,                   2.96,             0.00050056,             0.00050056,             0.00050056
                    113,                0.88295,                0.67735,                 1.1438,                0.31733,                0.22227,                0.18068,                0.07392,                 2.7062,                 4.3629,                 3.1526,             0.00049506,             0.00049506,             0.00049506
                    114,                0.85576,                0.66123,                 1.1257,                0.48676,                0.19511,                0.19067,                0.07709,                 2.7454,                 3.8697,                 3.1388,             0.00048956,             0.00048956,             0.00048956
                    115,                0.87662,                0.67251,                 1.1377,                0.43681,                0.22491,                0.21913,                0.07678,                 2.7269,                 4.1986,                 3.0442,             0.00048406,             0.00048406,             0.00048406
                    116,                0.88247,                0.68619,                 1.1488,                0.41724,                0.22234,                0.21103,                  0.087,                 2.8074,                 3.9213,                 3.1623,             0.00047856,             0.00047856,             0.00047856
                    117,                0.87547,                0.67649,                  1.145,                0.37687,                0.23856,                0.19166,                0.07424,                 2.6417,                 4.1548,                 3.0239,             0.00047306,             0.00047306,             0.00047306
                    118,                0.85366,                0.66068,                 1.1329,                0.36339,                0.18682,                0.15974,                0.06367,                 2.6553,                 4.2862,                 3.0388,             0.00046756,             0.00046756,             0.00046756
                    119,                0.86179,                0.66003,                 1.1334,                0.47676,                0.16461,                0.18239,                0.07698,                 2.6812,                 4.3648,                 3.0312,             0.00046206,             0.00046206,             0.00046206
                    120,                0.85037,                 0.6585,                 1.1246,                0.28913,                0.17076,                0.16294,                0.06731,                 2.7453,                 4.3853,                  3.061,             0.00045657,             0.00045657,             0.00045657
                    121,                 0.8445,                0.64778,                 1.1185,                0.36063,                0.23704,                0.19127,                0.07607,                 2.6968,                 4.3786,                 3.0743,             0.00045107,             0.00045107,             0.00045107
                    122,                0.84867,                0.64875,                 1.1248,                0.34359,                0.19165,                0.17721,                0.06671,                 2.8325,                 4.3862,                 3.1021,             0.00044557,             0.00044557,             0.00044557
                    123,                0.84226,                0.65828,                 1.1252,                0.32129,                 0.2241,                0.18285,                0.06449,                 2.7689,                 4.7903,                  2.981,             0.00044007,             0.00044007,             0.00044007
                    124,                0.84914,                0.64652,                 1.1223,                0.30112,                0.22608,                0.19909,                 0.0678,                 2.7693,                 4.5029,                 3.1155,             0.00043457,             0.00043457,             0.00043457
                    125,                0.82725,                0.64009,                 1.1122,                0.30818,                0.21231,                0.18803,                0.07176,                 2.7174,                 4.5107,                 3.0181,             0.00042907,             0.00042907,             0.00042907
                    126,                0.84824,                0.65324,                 1.1251,                0.56988,                 0.2009,                 0.2035,                0.07949,                 2.6957,                 4.2142,                 3.1846,             0.00042357,             0.00042357,             0.00042357
                    127,                0.81648,                0.62442,                 1.1004,                0.35406,                0.21682,                 0.1759,                0.06769,                 2.7252,                 4.7365,                 3.0818,             0.00041807,             0.00041807,             0.00041807
                    128,                0.82046,                0.62909,                 1.1001,                0.49472,                0.17483,                 0.1826,                 0.0733,                 2.7607,                 4.6247,                  3.127,             0.00041257,             0.00041257,             0.00041257
                    129,                0.82529,                0.61949,                 1.1019,                 0.4891,                0.19964,                0.20772,                0.06808,                 2.7774,                 4.3718,                 3.2326,             0.00040707,             0.00040707,             0.00040707
                    130,                0.80645,                0.60974,                 1.0944,                0.49961,                0.16643,                0.18508,                0.06705,                 2.7397,                 4.3685,                 3.0452,             0.00040157,             0.00040157,             0.00040157
                    131,                0.81268,                0.60485,                 1.0941,                0.34956,                0.19602,                0.18782,                0.06931,                  2.744,                 4.2171,                  3.056,             0.00039607,             0.00039607,             0.00039607
                    132,                0.80727,                0.61405,                 1.1033,                0.59183,                0.18463,                0.20068,                0.07269,                 2.7856,                 4.5315,                 3.1511,             0.00039057,             0.00039057,             0.00039057
                    133,                0.80732,                 0.6109,                 1.0975,                0.44918,                 0.1814,                0.18691,                0.07148,                 2.6105,                 4.5226,                 2.9698,             0.00038507,             0.00038507,             0.00038507
                    134,                0.82146,                0.62139,                 1.0999,                0.44351,                0.19769,                0.18386,                0.06456,                 2.7717,                 4.5588,                 3.1313,             0.00037957,             0.00037957,             0.00037957
                    135,                0.79618,                0.60038,                  1.085,                0.37893,                0.22319,                0.19439,                 0.0696,                 2.8043,                 3.9746,                 3.3103,             0.00037407,             0.00037407,             0.00037407
                    136,                0.80334,                0.61859,                  1.102,                0.52449,                0.21725,                0.20849,                0.07153,                 2.7841,                 4.4938,                 3.2176,             0.00036857,             0.00036857,             0.00036857
                    137,                0.79546,                0.61289,                 1.0942,                0.43862,                0.24985,                0.22357,                0.08178,                 2.7253,                 4.0606,                 3.1388,             0.00036307,             0.00036307,             0.00036307
                    138,                0.79354,                0.60265,                 1.0921,                0.32486,                0.21771,                0.19352,                0.07362,                 2.6362,                 4.2568,                 3.0036,             0.00035758,             0.00035758,             0.00035758
                    139,                  0.776,                0.58842,                 1.0797,                0.30374,                 0.1826,                0.17446,                0.06178,                 2.6223,                 4.4807,                 3.0125,             0.00035208,             0.00035208,             0.00035208
                    140,                0.75657,                0.57696,                 1.0708,                0.33911,                0.19464,                0.17203,                0.06295,                 2.7305,                 4.3606,                 3.1724,             0.00034658,             0.00034658,             0.00034658
                    141,                 0.7762,                0.58258,                 1.0733,                0.34049,                 0.2196,                0.18602,                0.06628,                 2.8299,                 4.5259,                 3.1735,             0.00034108,             0.00034108,             0.00034108
                    142,                0.78058,                0.59929,                 1.0822,                0.34276,                0.22878,                0.20213,                0.07578,                 2.6716,                 4.3482,                 3.0529,             0.00033558,             0.00033558,             0.00033558
                    143,                0.77861,                0.61118,                 1.0792,                0.32417,                 0.2195,                 0.1866,                0.07086,                 2.6603,                 4.2248,                 3.1154,             0.00033008,             0.00033008,             0.00033008
                    144,                0.77128,                0.58877,                 1.0823,                0.36132,                0.24646,                0.20449,                0.06905,                  2.767,                 4.0585,                 3.2227,             0.00032458,             0.00032458,             0.00032458
                    145,                 0.7711,                0.58936,                 1.0779,                0.29614,                0.22283,                0.17714,                0.06509,                 2.7744,                 4.5798,                 3.1425,             0.00031908,             0.00031908,             0.00031908
                    146,                0.76321,                0.56129,                 1.0714,                 0.4264,                0.18748,                0.18562,                0.07183,                 2.7333,                 4.9022,                 3.0894,             0.00031358,             0.00031358,             0.00031358
                    147,                0.74754,                0.56848,                 1.0671,                0.32596,                0.21573,                0.19048,                0.07054,                 2.6954,                 4.6697,                 2.9943,             0.00030808,             0.00030808,             0.00030808
                    148,                0.74388,                0.56608,                  1.058,                0.37644,                    0.2,                0.20473,                0.07884,                 2.6483,                 4.4026,                 2.9951,             0.00030258,             0.00030258,             0.00030258
                    149,                0.74859,                 0.5629,                 1.0569,                 0.3081,                0.23004,                0.19904,                0.07375,                 2.8077,                 4.0571,                 3.1662,             0.00029708,             0.00029708,             0.00029708
                    150,                  0.753,                0.56064,                 1.0617,                0.29816,                0.22352,                0.19776,                0.07383,                 2.8475,                 4.0889,                 3.2812,             0.00029158,             0.00029158,             0.00029158
                    151,                0.74481,                 0.5653,                 1.0667,                0.42268,                0.22166,                0.21615,                0.08107,                 2.7142,                 4.4111,                 3.1406,             0.00028608,             0.00028608,             0.00028608
                    152,                0.73113,                0.54083,                 1.0576,                0.42884,                0.19537,                 0.2065,                0.07462,                 2.7226,                 4.4686,                 3.1219,             0.00028058,             0.00028058,             0.00028058
                    153,                0.74491,                0.55799,                  1.056,                0.39776,                0.22442,                0.20234,                0.07455,                 2.7081,                 4.1135,                 3.1409,             0.00027508,             0.00027508,             0.00027508
