                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.7659,                 2.1185,                 1.8945,                0.26139,                0.20314,                0.16781,                0.05991,                 2.3755,                 3.0884,                 2.6207,              0.0010698,              0.0010698,              0.0010698
                     17,                 1.7483,                 2.0677,                 1.8861,                0.30787,                0.18851,                0.17532,                0.06361,                 2.4106,                  3.487,                 2.6104,               0.001067,               0.001067,               0.001067
                     18,                 1.7551,                  2.034,                 1.8936,                0.21085,                0.25271,                 0.1608,                 0.0648,                 2.4114,                 3.2918,                 2.5795,              0.0010643,              0.0010643,              0.0010643
                     19,                 1.7251,                 2.0004,                 1.8656,                0.26895,                0.23304,                0.15989,                0.05802,                 2.4329,                 3.1436,                 2.6033,              0.0010615,              0.0010615,              0.0010615
                     20,                 1.7215,                 1.9547,                 1.8532,                0.18597,                0.24858,                 0.1514,                0.05474,                 2.4516,                 2.9785,                  2.643,              0.0010588,              0.0010588,              0.0010588
                     21,                 1.6959,                  1.865,                 1.8185,                0.18964,                0.27915,                0.16846,                0.06607,                 2.4552,                 3.2674,                 2.6524,               0.001056,               0.001056,               0.001056
                     22,                 1.6907,                 1.8367,                 1.8235,                0.24014,                0.20556,                0.15358,                0.04962,                 2.5845,                 3.2453,                 2.8151,              0.0010533,              0.0010533,              0.0010533
                     23,                 1.6455,                 1.7719,                 1.7686,                0.23791,                0.18036,                0.16472,                0.06413,                 2.5126,                 3.5718,                 2.6849,              0.0010505,              0.0010505,              0.0010505
                     24,                 1.6331,                 1.7489,                 1.7761,                0.22415,                0.21487,                0.12651,                0.04842,                 2.4589,                 3.3817,                 2.6709,              0.0010478,              0.0010478,              0.0010478
                     25,                 1.5983,                 1.6972,                 1.7328,                0.19122,                0.18956,                0.13739,                0.06487,                 2.4457,                 3.6338,                 2.5526,               0.001045,               0.001045,               0.001045
                     26,                 1.6117,                 1.6778,                 1.7373,                0.31987,                0.20056,                0.16519,                0.06271,                  2.604,                 3.3202,                 2.7701,              0.0010423,              0.0010423,              0.0010423
                     27,                 1.5883,                 1.6636,                 1.7234,                0.19409,                0.23769,                0.17052,                0.06947,                  2.512,                  3.201,                 2.7668,              0.0010395,              0.0010395,              0.0010395
                     28,                 1.5703,                 1.6196,                 1.7115,                0.30955,                0.17318,                0.17542,                0.06174,                 2.6201,                  3.089,                 2.8465,              0.0010368,              0.0010368,              0.0010368
                     29,                 1.5564,                 1.5954,                 1.7019,                0.20167,                0.22657,                0.15207,                 0.0562,                  2.767,                 3.3221,                 3.0622,               0.001034,               0.001034,               0.001034
                     30,                   1.54,                 1.5416,                 1.6749,                 0.2513,                0.22952,                 0.1777,                0.06335,                 2.6943,                 3.3899,                 2.8268,              0.0010313,              0.0010313,              0.0010313
                     31,                 1.5222,                 1.5385,                 1.6612,                 0.2164,                0.28443,                0.18327,                0.06762,                 2.5756,                 3.3508,                 2.8548,              0.0010285,              0.0010285,              0.0010285
                     32,                 1.5266,                 1.5392,                 1.6774,                0.33796,                0.22959,                0.18889,                0.07742,                 2.5023,                 3.3079,                 2.6466,              0.0010258,              0.0010258,              0.0010258
                     33,                 1.5091,                 1.5193,                 1.6526,                0.23077,                0.23374,                0.16019,                0.06123,                 2.5919,                 3.6007,                 2.7551,               0.001023,               0.001023,               0.001023
                     34,                 1.4856,                 1.4678,                 1.6394,                0.23349,                0.21236,                0.16044,                0.06446,                 2.5625,                 3.3508,                 2.7116,              0.0010203,              0.0010203,              0.0010203
                     35,                 1.4493,                 1.4102,                 1.6054,                 0.3745,                0.21561,                0.20036,                0.08067,                 2.6508,                 3.3503,                 2.8265,              0.0010175,              0.0010175,              0.0010175
                     36,                 1.4415,                 1.3786,                 1.5963,                0.24197,                0.27891,                0.18905,                0.07376,                 2.5149,                 3.0053,                 2.7042,              0.0010148,              0.0010148,              0.0010148
                     37,                 1.4387,                 1.3856,                 1.5916,                 0.2297,                0.24251,                0.14695,                0.05253,                 2.6794,                 3.5005,                 2.8863,               0.001012,               0.001012,               0.001012
                     38,                 1.3999,                 1.3081,                 1.5535,                0.28456,                0.20048,                0.16783,                0.07037,                 2.5988,                 3.5115,                  2.763,              0.0010093,              0.0010093,              0.0010093
                     39,                 1.4188,                 1.3664,                 1.5641,                0.26183,                0.19713,                0.16317,                0.07027,                 2.5694,                 3.3354,                 2.7194,              0.0010065,              0.0010065,              0.0010065
                     40,                 1.4119,                 1.3202,                 1.5518,                0.37609,                0.25562,                0.20866,                0.07491,                 2.5764,                 3.3531,                 2.8136,              0.0010038,              0.0010038,              0.0010038
                     41,                 1.4013,                 1.2977,                 1.5482,                0.27676,                0.21761,                 0.1658,                0.06734,                 2.6882,                 3.6398,                 2.9557,               0.001001,               0.001001,               0.001001
                     42,                 1.4054,                 1.2935,                  1.555,                0.24935,                0.21357,                0.16816,                0.06374,                 2.6574,                 3.5937,                 2.8748,             0.00099826,             0.00099826,             0.00099826
                     43,                 1.3454,                 1.2432,                 1.4968,                 0.2873,                0.22548,                0.19943,                  0.074,                 2.5549,                 3.5026,                 2.7399,             0.00099551,             0.00099551,             0.00099551
                     44,                 1.3299,                 1.2057,                  1.483,                0.21265,                0.22539,                0.16127,                0.05679,                 2.6735,                 3.7023,                 2.9137,             0.00099276,             0.00099276,             0.00099276
                     45,                 1.3552,                 1.2741,                 1.5123,                 0.2439,                0.18587,                0.16121,                0.06453,                 2.7353,                 3.3512,                 2.8986,             0.00099001,             0.00099001,             0.00099001
                     46,                  1.346,                 1.2253,                 1.4879,                 0.2312,                0.21252,                0.15005,                0.05254,                 2.9074,                 3.8738,                 3.0771,             0.00098726,             0.00098726,             0.00098726
                     47,                 1.3419,                 1.2304,                 1.5023,                 0.4138,                0.23591,                 0.2141,                0.07193,                 2.5784,                 3.3802,                 2.7723,             0.00098451,             0.00098451,             0.00098451
                     48,                 1.3184,                 1.1651,                 1.4665,                0.19449,                0.20488,                0.14043,                0.05561,                 2.6691,                 3.9671,                 2.9314,             0.00098176,             0.00098176,             0.00098176
                     49,                 1.3151,                 1.1881,                 1.4761,                0.21707,                0.24734,                 0.1663,                0.06253,                 2.8374,                 3.8075,                 2.9939,             0.00097901,             0.00097901,             0.00097901
                     50,                 1.2863,                 1.1343,                 1.4481,                 0.4038,                0.20238,                0.19937,                0.08672,                 2.7332,                 3.8372,                  2.988,             0.00097626,             0.00097626,             0.00097626
                     51,                 1.2945,                 1.1568,                 1.4543,                0.26527,                0.25099,                0.19625,                0.06624,                 2.9274,                 3.7223,                 3.2069,             0.00097351,             0.00097351,             0.00097351
                     52,                 1.2925,                  1.158,                 1.4638,                 0.4165,                 0.2069,                0.18881,                0.07532,                 2.6462,                 3.4937,                 2.9216,             0.00097076,             0.00097076,             0.00097076
                     53,                 1.2839,                  1.151,                 1.4605,                 0.2633,                0.18829,                 0.1409,                0.05287,                 2.6204,                 3.8416,                 2.9057,             0.00096801,             0.00096801,             0.00096801
                     54,                 1.2436,                 1.0978,                 1.4233,                0.27868,                0.23762,                0.19565,                 0.0672,                 2.5725,                 3.7554,                 2.7913,             0.00096526,             0.00096526,             0.00096526
                     55,                 1.2341,                 1.0799,                 1.4112,                  0.296,                0.18805,                0.14503,                0.05418,                 2.7161,                 3.6664,                 2.9562,             0.00096251,             0.00096251,             0.00096251
                     56,                 1.2565,                 1.1029,                 1.4192,                 0.2364,                0.22277,                0.18889,                0.06166,                 2.8572,                  3.609,                 3.1587,             0.00095977,             0.00095977,             0.00095977
                     57,                 1.2268,                 1.0646,                 1.4027,                0.20555,                0.23777,                0.17868,                0.06022,                 2.7609,                  3.668,                 2.9931,             0.00095702,             0.00095702,             0.00095702
                     58,                 1.2669,                 1.1157,                 1.4359,                0.27422,                0.17582,                 0.1379,                0.05863,                 2.7988,                 3.7443,                 2.9745,             0.00095427,             0.00095427,             0.00095427
                     59,                 1.2369,                 1.0877,                 1.4118,                0.29754,                0.24129,                0.18622,                0.06893,                 2.6974,                 3.3716,                 3.0294,             0.00095152,             0.00095152,             0.00095152
                     60,                 1.1829,                 1.0235,                 1.3749,                0.38372,                0.19871,                0.20356,                0.07332,                 2.7906,                 3.5174,                 3.0987,             0.00094877,             0.00094877,             0.00094877
                     61,                 1.2249,                 1.0329,                  1.399,                0.35506,                0.16921,                0.16327,                0.05517,                 2.7352,                 3.6972,                  3.013,             0.00094602,             0.00094602,             0.00094602
                     62,                 1.1978,                 1.0118,                 1.3715,                 0.2415,                0.22458,                 0.1632,                0.06379,                 2.6752,                  3.411,                 3.0453,             0.00094327,             0.00094327,             0.00094327
                     63,                 1.1775,                 0.9951,                 1.3608,                0.25565,                0.24826,                0.18281,                0.07693,                  2.661,                 3.8545,                  2.975,             0.00094052,             0.00094052,             0.00094052
                     64,                 1.1777,                0.98393,                 1.3563,                0.40769,                0.19374,                0.20561,                0.06991,                 2.7559,                 4.0742,                 3.0053,             0.00093777,             0.00093777,             0.00093777
                     65,                 1.1938,                 1.0076,                 1.3607,                0.27121,                0.23991,                0.16795,                0.06191,                 2.7069,                 3.6701,                 2.9008,             0.00093502,             0.00093502,             0.00093502
                     66,                 1.1286,                 0.9485,                 1.3207,                0.30702,                0.22758,                0.17854,                0.06402,                 2.8253,                  3.575,                 3.0206,             0.00093227,             0.00093227,             0.00093227
                     67,                 1.1548,                0.96767,                 1.3406,                0.23773,                0.18479,                0.13089,                0.04559,                 2.6564,                 3.9642,                 2.9098,             0.00092952,             0.00092952,             0.00092952
                     68,                 1.1517,                0.94851,                 1.3401,                0.25247,                 0.2283,                0.16671,                0.05993,                 2.6577,                   3.57,                 2.9224,             0.00092677,             0.00092677,             0.00092677
                     69,                 1.1268,                0.92896,                  1.317,                0.31749,                0.23486,                0.19712,                0.07127,                 2.7405,                 3.5738,                  2.983,             0.00092402,             0.00092402,             0.00092402
                     70,                  1.152,                0.96303,                 1.3352,                0.36529,                0.19239,                0.18091,                0.07255,                 2.6523,                 4.1576,                 2.8516,             0.00092127,             0.00092127,             0.00092127
                     71,                 1.1459,                0.94186,                 1.3297,                0.29596,                 0.2161,                0.19166,                0.07175,                 2.7306,                 3.8711,                 3.1072,             0.00091852,             0.00091852,             0.00091852
                     72,                 1.1217,                  0.919,                 1.3058,                0.29831,                0.22493,                0.18509,                 0.0637,                  2.878,                 3.6646,                 3.1023,             0.00091577,             0.00091577,             0.00091577
                     73,                 1.1235,                 0.9212,                 1.3166,                0.34892,                0.22684,                0.19788,                0.07173,                 2.6068,                 3.8251,                 2.7988,             0.00091302,             0.00091302,             0.00091302
                     74,                 1.1474,                0.94223,                 1.3277,                0.21483,                0.22213,                 0.1724,                0.06108,                 2.7022,                 3.7765,                 3.0248,             0.00091027,             0.00091027,             0.00091027
                     75,                 1.1243,                0.92752,                 1.3111,                   0.36,                0.19931,                0.18829,                0.07334,                 2.8739,                 3.4564,                 3.1297,             0.00090752,             0.00090752,             0.00090752
                     76,                 1.1056,                0.91516,                 1.3075,                0.33304,                0.17445,                  0.172,                0.06568,                 2.7197,                 3.8847,                  2.952,             0.00090477,             0.00090477,             0.00090477
                     77,                 1.1026,                0.90592,                 1.2965,                0.21086,                 0.2088,                0.16837,                0.06271,                 2.9078,                  4.093,                 3.1401,             0.00090202,             0.00090202,             0.00090202
                     78,                 1.0978,                 0.8937,                 1.2879,                0.27867,                0.16366,                0.15394,                0.05263,                 3.1152,                 4.1882,                 3.3741,             0.00089927,             0.00089927,             0.00089927
                     79,                 1.0815,                0.88097,                 1.2772,                 0.2746,                0.20367,                0.17493,                0.05974,                 2.7515,                 3.9056,                 3.0936,             0.00089652,             0.00089652,             0.00089652
                     80,                 1.0902,                0.88163,                 1.2866,                0.39529,                0.18938,                0.19626,                0.07441,                 2.8123,                 3.8129,                 3.1133,             0.00089377,             0.00089377,             0.00089377
                     81,                 1.1084,                0.92535,                  1.296,                0.26613,                0.20471,                0.18985,                0.07182,                 2.8143,                 4.2379,                 3.0747,             0.00089102,             0.00089102,             0.00089102
                     82,                 1.0736,                0.88094,                 1.2722,                0.43839,                0.17095,                0.19869,                0.07405,                 2.6792,                 3.9971,                 3.0079,             0.00088827,             0.00088827,             0.00088827
                     83,                 1.0736,                0.88403,                 1.2655,                 0.2812,                0.25919,                0.20027,                0.07809,                 2.7594,                 3.9009,                 3.0896,             0.00088552,             0.00088552,             0.00088552
                     84,                 1.0562,                0.85159,                 1.2673,                0.34312,                0.18504,                0.17161,                0.06781,                 2.7735,                 3.9417,                 3.0759,             0.00088277,             0.00088277,             0.00088277
                     85,                 1.0584,                0.85689,                  1.259,                0.36597,                0.21469,                0.21035,                0.08068,                 2.5842,                 3.3643,                 2.9407,             0.00088002,             0.00088002,             0.00088002
                     86,                 1.0707,                0.88701,                 1.2806,                0.40025,                0.22505,                0.21548,                 0.0788,                 2.6892,                  3.748,                 3.0842,             0.00087727,             0.00087727,             0.00087727
                     87,                 1.0352,                0.83886,                 1.2412,                0.35682,                0.23014,                0.18657,                0.07077,                 2.8535,                 3.5263,                 3.1335,             0.00087452,             0.00087452,             0.00087452
                     88,                 1.0338,                0.83851,                 1.2506,                0.29516,                0.20874,                0.18599,                0.07395,                 2.6991,                 4.0093,                 2.9717,             0.00087177,             0.00087177,             0.00087177
                     89,                  1.054,                0.84963,                 1.2674,                0.35148,                0.23961,                0.20751,                0.08084,                 2.7035,                 3.5631,                 3.0931,             0.00086902,             0.00086902,             0.00086902
                     90,                 1.0139,                 0.8224,                 1.2344,                0.21922,                0.20401,                0.17991,                0.06719,                 2.8006,                 3.6994,                 3.0732,             0.00086627,             0.00086627,             0.00086627
                     91,                 1.0295,                0.83311,                 1.2465,                0.26255,                0.21948,                0.17356,                0.06124,                 2.7239,                 3.6771,                 3.0431,             0.00086352,             0.00086352,             0.00086352
                     92,                  1.034,                0.84269,                 1.2399,                0.32397,                0.21086,                 0.1943,                0.07086,                 2.7182,                 3.9365,                 2.9977,             0.00086078,             0.00086078,             0.00086078
                     93,                 1.0234,                0.83522,                 1.2358,                0.30616,                0.23608,                0.18018,                0.06507,                 2.7606,                 3.7604,                 3.0647,             0.00085803,             0.00085803,             0.00085803
                     94,                 1.0306,                0.81501,                 1.2408,                0.29504,                0.21083,                0.17118,                 0.0646,                 2.8201,                 4.0174,                 3.1856,             0.00085528,             0.00085528,             0.00085528
                     95,                  1.015,                 0.8146,                 1.2393,                0.33836,                0.22637,                0.20224,                0.07146,                 2.8367,                 3.5928,                 3.1317,             0.00085253,             0.00085253,             0.00085253
                     96,                 1.0177,                0.81129,                 1.2294,                0.28081,                0.21397,                0.17719,                0.06135,                 2.8667,                 3.8837,                 3.1767,             0.00084978,             0.00084978,             0.00084978
                     97,                0.99422,                0.79286,                 1.2244,                0.37552,                 0.2165,                0.17455,                0.06402,                 2.8448,                 4.0903,                 3.1419,             0.00084703,             0.00084703,             0.00084703
                     98,                0.98648,                0.75083,                 1.2023,                0.30256,                0.22045,                0.19927,                0.07254,                 2.8327,                 4.2969,                 3.0814,             0.00084428,             0.00084428,             0.00084428
                     99,                 0.9742,                0.76749,                 1.1993,                0.33803,                0.17366,                0.16729,                0.06448,                 2.7802,                 4.1293,                  3.056,             0.00084153,             0.00084153,             0.00084153
                    100,                 1.0052,                0.81756,                 1.2309,                0.33155,                0.21233,                 0.1832,                0.06953,                 2.7949,                 3.6842,                 3.2236,             0.00083878,             0.00083878,             0.00083878
                    101,                0.97749,                0.77638,                 1.2068,                0.31013,                0.22102,                0.18488,                0.06921,                 2.7932,                 3.9498,                 3.1585,             0.00083603,             0.00083603,             0.00083603
                    102,                 0.9534,                0.76113,                  1.189,                0.31902,                0.22508,                0.19106,                0.08806,                 2.6626,                 4.0148,                 2.8817,             0.00083328,             0.00083328,             0.00083328
                    103,                0.95651,                0.75017,                 1.1917,                0.44856,                0.22891,                0.20701,                0.07841,                 2.7589,                 3.8544,                 3.0706,             0.00083053,             0.00083053,             0.00083053
                    104,                0.99928,                0.80826,                 1.2213,                0.44569,                0.21176,                0.22925,                0.08071,                 2.8571,                 3.9697,                 3.1955,             0.00082778,             0.00082778,             0.00082778
                    105,                0.98336,                0.78558,                 1.2134,                0.37944,                0.19896,                0.18022,                0.06533,                 2.8758,                 3.9208,                   3.23,             0.00082503,             0.00082503,             0.00082503
                    106,                0.98542,                0.77687,                 1.2153,                0.45553,                 0.1866,                0.18256,                0.06279,                 2.8715,                 4.3434,                  3.279,             0.00082228,             0.00082228,             0.00082228
                    107,                0.96393,                 0.7728,                 1.1943,                0.29133,                0.25781,                0.20342,                 0.0685,                 2.8468,                 3.5119,                 3.3096,             0.00081953,             0.00081953,             0.00081953
                    108,                0.96407,                0.75838,                 1.1877,                0.28039,                0.22323,                0.16163,                0.06658,                  2.814,                 4.2171,                 3.1454,             0.00081678,             0.00081678,             0.00081678
                    109,                0.97125,                0.77572,                 1.2027,                0.29231,                0.23619,                0.19277,                0.07804,                 2.7297,                 4.4437,                 2.9212,             0.00081403,             0.00081403,             0.00081403
                    110,                 0.9576,                0.75012,                 1.1884,                0.32818,                0.20174,                0.18274,                0.06965,                 2.7883,                 4.1269,                 3.1072,             0.00081128,             0.00081128,             0.00081128
                    111,                 0.9463,                 0.7652,                 1.1957,                0.30323,                0.19539,                0.16594,                0.06761,                 2.7523,                 4.2454,                 3.1436,             0.00080853,             0.00080853,             0.00080853
                    112,                0.93938,                0.74471,                  1.185,                0.33007,                0.19859,                0.18454,                0.06987,                 2.7493,                 4.5507,                 3.1302,             0.00080578,             0.00080578,             0.00080578
                    113,                0.93503,                 0.7245,                 1.1743,                0.30823,                0.21389,                0.19107,                0.06664,                 2.7277,                 4.4836,                 2.9891,             0.00080303,             0.00080303,             0.00080303
                    114,                0.94561,                0.73151,                 1.1821,                0.33579,                0.25444,                0.20852,                0.07989,                 2.6513,                 3.9937,                 3.1269,             0.00080028,             0.00080028,             0.00080028
                    115,                0.94019,                0.73616,                 1.1792,                0.30798,                0.18993,                0.16252,                0.06924,                 2.7514,                 4.4218,                 3.0224,             0.00079753,             0.00079753,             0.00079753
                    116,                0.95766,                0.75247,                  1.196,                0.38081,                0.20723,                0.18019,                0.07867,                 2.7192,                 4.2207,                 3.1208,             0.00079478,             0.00079478,             0.00079478
                    117,                0.92767,                0.73348,                 1.1716,                0.32537,                0.21927,                0.19448,                0.07614,                 2.7321,                 4.0156,                  3.158,             0.00079203,             0.00079203,             0.00079203
                    118,                0.91136,                0.71864,                 1.1679,                0.44834,                0.23062,                0.20603,                0.07704,                 2.5678,                 4.2861,                 2.9323,             0.00078928,             0.00078928,             0.00078928
                    119,                0.90548,                0.69827,                   1.15,                0.38657,                 0.2643,                0.21037,                0.07756,                 2.7125,                 4.0626,                 3.1392,             0.00078653,             0.00078653,             0.00078653
                    120,                0.91169,                0.71863,                 1.1635,                0.48972,                0.21776,                 0.2229,                0.08698,                 2.6743,                  4.075,                 3.1213,             0.00078378,             0.00078378,             0.00078378
                    121,                0.90849,                0.72106,                 1.1573,                0.35767,                0.18407,                0.19055,                0.07352,                 2.7886,                 4.0035,                 3.1016,             0.00078103,             0.00078103,             0.00078103
                    122,                0.92021,                0.71775,                 1.1675,                0.31066,                0.20576,                0.17295,                0.06569,                 2.9482,                 4.1297,                 3.2859,             0.00077828,             0.00077828,             0.00077828
                    123,                0.92363,                0.72617,                 1.1671,                0.29954,                0.22226,                0.17909,                0.06961,                 2.7196,                 4.4992,                 3.0255,             0.00077553,             0.00077553,             0.00077553
                    124,                0.90666,                0.70446,                 1.1534,                0.36239,                 0.2145,                 0.1808,                0.06737,                 2.7684,                  4.371,                 3.0714,             0.00077278,             0.00077278,             0.00077278
                    125,                0.89947,                0.70518,                 1.1524,                0.38279,                0.14092,                0.15251,                0.06776,                 3.0188,                 4.4361,                 3.3151,             0.00077003,             0.00077003,             0.00077003
                    126,                0.91746,                0.71874,                 1.1716,                0.40277,                0.19797,                0.18538,                0.07507,                 2.8527,                 4.1483,                 3.2476,             0.00076728,             0.00076728,             0.00076728
                    127,                0.88574,                0.68855,                 1.1419,                0.30684,                0.19556,                0.16619,                0.07182,                 2.8404,                 4.4293,                 3.1824,             0.00076453,             0.00076453,             0.00076453
                    128,                 0.9155,                0.71861,                 1.1542,                 0.2962,                0.17233,                0.16591,                0.06573,                 2.9238,                 4.1058,                  3.253,             0.00076178,             0.00076178,             0.00076178
                    129,                0.89871,                 0.6973,                 1.1422,                0.39285,                0.15947,                0.16675,                0.07072,                 2.8467,                 4.1421,                 3.1959,             0.00075904,             0.00075904,             0.00075904
                    130,                0.88415,                0.67315,                 1.1327,                0.40113,                0.16893,                0.16911,                 0.0653,                 2.7549,                 4.4445,                 3.1723,             0.00075629,             0.00075629,             0.00075629
                    131,                 0.8824,                0.67168,                 1.1329,                0.31441,                0.22108,                 0.1791,                 0.0647,                  2.961,                 4.5259,                 3.2528,             0.00075354,             0.00075354,             0.00075354
                    132,                0.88828,                0.68139,                 1.1456,                0.35831,                0.18559,                0.14591,                0.04855,                 2.9533,                  4.765,                  3.282,             0.00075079,             0.00075079,             0.00075079
                    133,                0.89333,                0.68987,                 1.1439,                0.31147,                0.22347,                0.17312,                0.05533,                  2.857,                  4.483,                 3.2649,             0.00074804,             0.00074804,             0.00074804
                    134,                0.88855,                0.68431,                 1.1371,                0.31314,                0.23205,                0.18785,                0.06604,                 2.7797,                 4.4636,                 3.3009,             0.00074529,             0.00074529,             0.00074529
                    135,                0.87854,                0.67063,                 1.1308,                0.37151,                0.18016,                0.17222,                0.07186,                 2.7365,                 4.5006,                 3.1601,             0.00074254,             0.00074254,             0.00074254
                    136,                0.87323,                0.69079,                 1.1438,                0.43276,                0.16754,                0.18682,                 0.0684,                 2.8049,                  4.464,                 3.1894,             0.00073979,             0.00073979,             0.00073979
                    137,                0.88489,                0.69947,                   1.14,                0.42652,                0.18857,                0.18117,                0.06557,                 2.9219,                 4.4075,                 3.2685,             0.00073704,             0.00073704,             0.00073704
                    138,                0.87232,                0.67911,                 1.1385,                 0.2623,                0.18235,                0.15983,                 0.0598,                   2.86,                 4.5785,                 3.1618,             0.00073429,             0.00073429,             0.00073429
                    139,                 0.8605,                0.65717,                 1.1279,                0.42523,                0.20423,                0.18125,                0.07075,                  2.863,                 4.5274,                 3.2029,             0.00073154,             0.00073154,             0.00073154
                    140,                0.85758,                0.65452,                 1.1214,                0.43312,                0.20266,                0.19443,                0.07997,                 2.7946,                 4.2807,                 3.1119,             0.00072879,             0.00072879,             0.00072879
                    141,                0.85091,                0.65865,                 1.1181,                 0.3071,                0.19597,                0.18423,                0.07612,                  2.783,                 4.2966,                 3.1117,             0.00072604,             0.00072604,             0.00072604
                    142,                0.86689,                0.66829,                 1.1294,                0.27766,                0.18102,                0.17399,                0.07152,                 2.7947,                  4.233,                 3.2248,             0.00072329,             0.00072329,             0.00072329
                    143,                0.85429,                0.67141,                 1.1215,                0.30377,                0.21061,                 0.1889,                0.06685,                 2.8333,                  4.187,                 3.3746,             0.00072054,             0.00072054,             0.00072054
                    144,                0.84788,                0.65593,                 1.1202,                0.36061,                0.22556,                0.19125,                0.07759,                 2.7549,                 4.1794,                 3.1552,             0.00071779,             0.00071779,             0.00071779
                    145,                0.85542,                0.65262,                 1.1237,                0.30727,                0.18937,                0.17353,                0.06953,                 2.8006,                 4.3595,                  3.162,             0.00071504,             0.00071504,             0.00071504
                    146,                0.84615,                0.64223,                 1.1184,                0.47461,                0.18703,                0.18967,                0.07635,                  2.799,                 4.5507,                 3.1972,             0.00071229,             0.00071229,             0.00071229
                    147,                0.85477,                 0.6594,                 1.1308,                 0.2679,                0.17898,                0.15633,                0.06077,                 2.7833,                 4.5023,                  3.141,             0.00070954,             0.00070954,             0.00070954
                    148,                0.83702,                0.64689,                  1.112,                0.36391,                0.19153,                0.18373,                0.07937,                 2.8425,                 4.4487,                 3.2092,             0.00070679,             0.00070679,             0.00070679
                    149,                0.82535,                0.63595,                 1.0955,                0.34887,                0.16297,                0.16329,                0.05792,                 2.9474,                 4.2499,                 3.4488,             0.00070404,             0.00070404,             0.00070404
                    150,                0.83342,                0.63594,                 1.1079,                0.29962,                0.20975,                0.17651,                0.08452,                 2.8158,                 4.4139,                 3.1667,             0.00070129,             0.00070129,             0.00070129
                    151,                0.81616,                0.64153,                 1.1011,                0.37629,                0.20394,                0.19048,                0.08532,                 2.8035,                 4.5292,                  3.267,             0.00069854,             0.00069854,             0.00069854
                    152,                0.79985,                0.60051,                 1.0939,                0.32719,                0.22863,                0.21429,                  0.081,                 2.9027,                 4.4294,                 3.3643,             0.00069579,             0.00069579,             0.00069579
