                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                0.92674,                0.72895,                 1.1796,                0.33138,                 0.2196,                0.14765,                0.04831,                 2.9314,                 3.9354,                  3.153,             0.00077003,             0.00077003,             0.00077003
                    126,                0.93028,                0.73004,                 1.1866,                0.36271,                0.17318,                0.14199,                0.04505,                 3.0317,                 3.8904,                 3.3007,             0.00076728,             0.00076728,             0.00076728
                    127,                0.92163,                 0.7283,                 1.1772,                0.31642,                0.15434,                0.13968,                0.04593,                 2.9754,                 4.1608,                 3.1757,             0.00076453,             0.00076453,             0.00076453
                    128,                0.91266,                0.71708,                 1.1792,                0.33071,                0.17623,                0.12754,                0.04204,                 2.9796,                 3.9827,                 3.1728,             0.00076178,             0.00076178,             0.00076178
                    129,                0.92885,                0.74246,                 1.1797,                0.36315,                0.17642,                0.15306,                0.04874,                 3.0301,                 3.9349,                 3.2752,             0.00075904,             0.00075904,             0.00075904
                    130,                0.91322,                0.72894,                  1.174,                0.31086,                0.19753,                0.15012,                 0.0484,                 2.9815,                 4.0417,                  3.249,             0.00075629,             0.00075629,             0.00075629
                    131,                  0.916,                0.72855,                 1.1727,                0.41462,                0.17249,                0.15957,                0.05176,                  2.945,                 3.9524,                 3.2481,             0.00075354,             0.00075354,             0.00075354
                    132,                0.92243,                0.73093,                 1.1734,                0.31573,                0.19302,                0.15042,                0.05448,                 2.8796,                 4.1506,                 3.1191,             0.00075079,             0.00075079,             0.00075079
                    133,                0.90441,                0.71342,                 1.1654,                0.30571,                0.21942,                0.16193,                0.05102,                 2.9343,                 3.7959,                 3.1469,             0.00074804,             0.00074804,             0.00074804
                    134,                0.90902,                0.71813,                 1.1686,                0.26063,                 0.1719,                0.14691,                0.05341,                 3.0051,                 4.3393,                 3.2012,             0.00074529,             0.00074529,             0.00074529
                    135,                0.90979,                0.72188,                 1.1677,                 0.3193,                0.16018,                0.13355,                0.04433,                 3.0261,                 4.0817,                 3.2624,             0.00074254,             0.00074254,             0.00074254
                    136,                0.90773,                0.72014,                 1.1764,                0.31274,                0.14699,                0.12255,                 0.0449,                 2.9823,                 4.2806,                 3.2269,             0.00073979,             0.00073979,             0.00073979
                    137,                0.87919,                0.69828,                  1.152,                 0.2406,                0.20826,                0.14613,                0.05293,                 2.9979,                 4.1295,                 3.2454,             0.00073704,             0.00073704,             0.00073704
                    138,                0.88174,                0.69351,                 1.1518,                0.22845,                0.15729,                0.12085,                0.04459,                 3.0713,                  4.014,                 3.2976,             0.00073429,             0.00073429,             0.00073429
                    139,                0.87689,                0.68312,                 1.1423,                0.34821,                0.14935,                0.13453,                0.04586,                 3.0096,                 4.0686,                 3.2075,             0.00073154,             0.00073154,             0.00073154
                    140,                0.87158,                0.68673,                 1.1448,                0.28266,                0.15848,                0.12972,                0.04594,                 2.9575,                 4.0147,                 3.1429,             0.00072879,             0.00072879,             0.00072879
                    141,                0.85383,                0.67772,                 1.1384,                0.25241,                0.17476,                0.13178,                0.04171,                 3.0507,                 4.1399,                  3.336,             0.00072604,             0.00072604,             0.00072604
                    142,                0.85814,                0.67226,                 1.1328,                0.26099,                0.17931,                0.11796,                0.03988,                 3.0484,                 4.0701,                 3.2771,             0.00072329,             0.00072329,             0.00072329
                    143,                0.86176,                0.66785,                 1.1339,                0.28626,                0.20485,                0.14742,                0.05563,                 2.9393,                 3.8343,                 3.1899,             0.00072054,             0.00072054,             0.00072054
